TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-01-18 22:22:37,1768774957752,www.soulprintengine.ai/dashboard/chat,POST,,200,mg92g-1768774957752-3ded44723479,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-6qcz9ut5v-a55ets-projects.vercel.app,dpl_2rquoyn3h3CCah56yBzm4FHWpRwA,266,iad1,283,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF9K7Z00FZYJMZ9CZ7R4KEVN,94sLnjvrtGzw,1
2026-01-18 22:22:37,1768774957752,www.soulprintengine.ai/dashboard/chat,POST,,200,mg92g-1768774957752-3ded44723479,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-6qcz9ut5v-a55ets-projects.vercel.app,dpl_2rquoyn3h3CCah56yBzm4FHWpRwA,291,iad1,149,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF9K7YP3KTQXCT8QNVZDWMHH,IhGDGb7HbrTa,1
2026-01-18 22:22:38,1768774958839,www.soulprintengine.ai/api/llm/chat,POST,,405,glk5m-1768774957751-a5429f339ad9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",info,production,main,BYPASS,serverless,/500,www.soulprintengine.ai,www.soulprintengine.ai,dpl_2rquoyn3h3CCah56yBzm4FHWpRwA,,,,,[LLM] Using SageMaker,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-18 22:22:38,1768774958915,www.soulprintengine.ai/api/llm/chat,POST,,405,glk5m-1768774957751-a5429f339ad9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",error,production,main,BYPASS,serverless,/500,www.soulprintengine.ai,www.soulprintengine.ai,dpl_2rquoyn3h3CCah56yBzm4FHWpRwA,,,,,"AWS SageMaker Invocation Error: Error [ValidationError]: Endpoint soulprint-llm of account 821184871506 not found.
    at D.handleError (.next/server/chunks/fc92e_@aws-sdk_4dfb9321._.js:1:13189)
    at async D.deserializeResponse (.next/server/chunks/[root-of-the-server]__78199fc0._.js:1:2580)
    at async D.deserializeResponse (.next/server/chunks/fc92e_@aws-sdk_4dfb9321._.js:1:12336)
    at async (.next/server/chunks/fc92e_@aws-sdk_c37cee92._.js:1:916)
    at async Cx (.next/server/chunks/[root-of-the-server]__9e20e666._.js:9:81124)
    at async xW (.next/server/chunks/[root-of-the-server]__9e20e666._.js:20:388) {
  '$fault': 'client',
  '$retryable': undefined,
  '$metadata': [Object],
  ErrorCode: 'NO_SUCH_ENDPOINT'
}",prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-18 22:22:38,1768774958916,www.soulprintengine.ai/api/llm/chat,POST,,405,glk5m-1768774957751-a5429f339ad9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",error,production,main,BYPASS,serverless,/500,www.soulprintengine.ai,www.soulprintengine.ai,dpl_2rquoyn3h3CCah56yBzm4FHWpRwA,,,,,"[LLM] SageMaker failed: Error: SageMaker Invocation Failed: Endpoint soulprint-llm of account 821184871506 not found.
    at Cx (.next/server/chunks/[root-of-the-server]__9e20e666._.js:9:81487)
    at async xW (.next/server/chunks/[root-of-the-server]__9e20e666._.js:20:388)
    at async Object.start (.next/server/chunks/[root-of-the-server]__bd75b99f._.js:1:3033)",prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-18 22:22:38,1768774958916,www.soulprintengine.ai/api/llm/chat,POST,,405,glk5m-1768774957751-a5429f339ad9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",error,production,main,BYPASS,serverless,/500,www.soulprintengine.ai,www.soulprintengine.ai,dpl_2rquoyn3h3CCah56yBzm4FHWpRwA,,,,,"Streaming failed: Error: SageMaker Invocation Failed: Endpoint soulprint-llm of account 821184871506 not found.
    at Cx (.next/server/chunks/[root-of-the-server]__9e20e666._.js:9:81487)
    at async xW (.next/server/chunks/[root-of-the-server]__9e20e666._.js:20:388)
    at async Object.start (.next/server/chunks/[root-of-the-server]__bd75b99f._.js:1:3033)",prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-18 22:22:37,1768774957751,www.soulprintengine.ai/api/llm/chat,POST,,405,glk5m-1768774957751-a5429f339ad9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,BYPASS,serverless,/api/llm/chat,www.soulprintengine.ai,www.soulprintengine.ai,dpl_2rquoyn3h3CCah56yBzm4FHWpRwA,1099,iad1,285,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF9K7YR5T08GWMK6241KHY8X,AAGUYTrWmRk9,1
2026-01-18 22:22:37,1768774957751,www.soulprintengine.ai/api/llm/chat,POST,,405,glk5m-1768774957751-a5429f339ad9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,BYPASS,static,/500,www.soulprintengine.ai,www.soulprintengine.ai,dpl_2rquoyn3h3CCah56yBzm4FHWpRwA,,cle1,,,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-18 22:22:37,1768774957025,www.soulprintengine.ai/dashboard/chat,POST,,200,mg92g-1768774957025-ac6fbc6e48bd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-6qcz9ut5v-a55ets-projects.vercel.app,dpl_2rquoyn3h3CCah56yBzm4FHWpRwA,309,iad1,282,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF9K7Y9Z093HVX4FFR36F3F3,94sLnjvrtGzw,1
2026-01-18 22:22:37,1768774957025,www.soulprintengine.ai/dashboard/chat,POST,,200,mg92g-1768774957025-ac6fbc6e48bd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-6qcz9ut5v-a55ets-projects.vercel.app,dpl_2rquoyn3h3CCah56yBzm4FHWpRwA,311,iad1,149,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF9K7XZDVFH7K0QRW2YVNFDF,IhGDGb7HbrTa,1
