TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-01-19 00:23:53,1768782233257,www.soulprintengine.ai/dashboard/chat,POST,,200,rtb8t-1768782233257-04625660b902,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-bbq28h4l1-a55ets-projects.vercel.app,dpl_HBt8wRZ9aa4DrVAeKYpVPJab9oWX,263,iad1,150,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF9T5ZPBRCFE9N61YNGZDR5K,sQ9ga2JlBUZB,1
2026-01-19 00:23:53,1768782233257,www.soulprintengine.ai/dashboard/chat,POST,,200,rtb8t-1768782233257-04625660b902,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-bbq28h4l1-a55ets-projects.vercel.app,dpl_HBt8wRZ9aa4DrVAeKYpVPJab9oWX,286,iad1,265,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF9T600BRR2G7Y8GDRHGV1SF,RoBouXi9xxLU,1
2026-01-19 00:23:56,1768782236425,www.soulprintengine.ai/api/llm/chat,POST,,405,2tvlv-1768782233257-ef13cb3e3a5a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",info,production,main,BYPASS,serverless,/500,www.soulprintengine.ai,www.soulprintengine.ai,dpl_HBt8wRZ9aa4DrVAeKYpVPJab9oWX,,,,,[LLM] Using SageMaker,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-19 00:23:56,1768782236502,www.soulprintengine.ai/api/llm/chat,POST,,405,2tvlv-1768782233257-ef13cb3e3a5a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",error,production,main,BYPASS,serverless,/500,www.soulprintengine.ai,www.soulprintengine.ai,dpl_HBt8wRZ9aa4DrVAeKYpVPJab9oWX,,,,,"AWS SageMaker Invocation Error: Error [ValidationError]: Endpoint soulprint-llm of account 821184871506 not found.
    at D.handleError (.next/server/chunks/fc92e_@aws-sdk_4dfb9321._.js:1:13189)
    at async D.deserializeResponse (.next/server/chunks/[root-of-the-server]__78199fc0._.js:1:2580)
    at async D.deserializeResponse (.next/server/chunks/fc92e_@aws-sdk_4dfb9321._.js:1:12336)
    at async (.next/server/chunks/fc92e_@aws-sdk_c37cee92._.js:1:916)
    at async Cx (.next/server/chunks/[root-of-the-server]__9e20e666._.js:9:81124)
    at async xj (.next/server/chunks/[root-of-the-server]__9e20e666._.js:20:388) {
  '$fault': 'client',
  '$retryable': undefined,
  '$metadata': [Object],
  ErrorCode: 'NO_SUCH_ENDPOINT'
}",prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-19 00:23:56,1768782236503,www.soulprintengine.ai/api/llm/chat,POST,,405,2tvlv-1768782233257-ef13cb3e3a5a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",error,production,main,BYPASS,serverless,/500,www.soulprintengine.ai,www.soulprintengine.ai,dpl_HBt8wRZ9aa4DrVAeKYpVPJab9oWX,,,,,"[LLM] SageMaker failed: Error: SageMaker Invocation Failed: Endpoint soulprint-llm of account 821184871506 not found.
    at Cx (.next/server/chunks/[root-of-the-server]__9e20e666._.js:9:81538)
    at async xj (.next/server/chunks/[root-of-the-server]__9e20e666._.js:20:388)
    at async Object.start (.next/server/chunks/[root-of-the-server]__bd75b99f._.js:1:3033)",prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-19 00:23:56,1768782236503,www.soulprintengine.ai/api/llm/chat,POST,,405,2tvlv-1768782233257-ef13cb3e3a5a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",error,production,main,BYPASS,serverless,/500,www.soulprintengine.ai,www.soulprintengine.ai,dpl_HBt8wRZ9aa4DrVAeKYpVPJab9oWX,,,,,"Streaming failed: Error: SageMaker Invocation Failed: Endpoint soulprint-llm of account 821184871506 not found.
    at Cx (.next/server/chunks/[root-of-the-server]__9e20e666._.js:9:81538)
    at async xj (.next/server/chunks/[root-of-the-server]__9e20e666._.js:20:388)
    at async Object.start (.next/server/chunks/[root-of-the-server]__bd75b99f._.js:1:3033)",prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-19 00:23:53,1768782233257,www.soulprintengine.ai/api/llm/chat,POST,,405,2tvlv-1768782233257-ef13cb3e3a5a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,BYPASS,serverless,/api/llm/chat,www.soulprintengine.ai,www.soulprintengine.ai,dpl_HBt8wRZ9aa4DrVAeKYpVPJab9oWX,1497,iad1,271,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF9T5ZS8ACSP9F59H9PKF4D1,CqbXodgTbkIC,1
2026-01-19 00:23:53,1768782233257,www.soulprintengine.ai/api/llm/chat,POST,,405,2tvlv-1768782233257-ef13cb3e3a5a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,BYPASS,static,/500,www.soulprintengine.ai,www.soulprintengine.ai,dpl_HBt8wRZ9aa4DrVAeKYpVPJab9oWX,3329,cle1,,,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-19 00:23:52,1768782232374,www.soulprintengine.ai/dashboard/chat,POST,,200,2tvlv-1768782232374-8fc23a2f1fae,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-bbq28h4l1-a55ets-projects.vercel.app,dpl_HBt8wRZ9aa4DrVAeKYpVPJab9oWX,494,iad1,275,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF9T5Z452MX2VD54CFV4B9NG,RoBouXi9xxLU,1
2026-01-19 00:23:52,1768782232374,www.soulprintengine.ai/dashboard/chat,POST,,200,2tvlv-1768782232374-8fc23a2f1fae,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-bbq28h4l1-a55ets-projects.vercel.app,dpl_HBt8wRZ9aa4DrVAeKYpVPJab9oWX,294,iad1,150,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF9T5YT394KZTAFW58HEBY5K,sQ9ga2JlBUZB,1
